PSA_ID,Domain,English,Kiswahili,Ekegusii,Source,Date,URL,Metadata,Status
PSA001576-BTG,Health,"To account for missing data among these preliminary reports, ranges were estimated with a lower bound including cases with both known and unknown status for hospitalization with and without ICU admission as the denominator and an upper bound using only cases with known outcome status as the denominator.","Ili kuwajibikia ukosefu wa data miongoni mwa ripoti za awali, tofauti zilikadiriwa huku upeo wa chini zaidi ukijumuisha visa vinavyojulikana na visivyojulikana vya hali ya watu kulazwa hospitalini ama kwa matibabu ya watu walio katika hali mahututi au la kama kigezo msingi na upeo wa juu ukitumia tu visa vilivyo na matokeo yanayojulikana kama kigezo msingi.","Goikerania igoro yobochori obuya igoro yoboremi obuya, ebirengererio biranyorigwe buna ebinto biria bigokorwa ase ebinto bikomanyekana na ebinto bitamanyekana ase oborwaria bwogokorerwa emeremo ase obokoreri bw'obobwenia bw'okwegendereria (ICU) buna oboremi bwao na buna obotari bw'ogokorwa emeremo buna oboboremi bw'oboremi bwokoreri.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001627-BTG,Health,This extended surveillance comprises of five components: (1) Recording in medical records of anyone suspected to have or who has been exposed to COVID-19.,Uchunguzi huu ulioendelezwa unajumuisha sehemu tano: (1) Kurekodi kwenye rekodi za kimatibabu mtu yeyote anayeshukiwa kuwa au ambaye amekuwa hatarini kupata COVID-19.,Oborendi obuo bwokorobererekana buna ebinto bitano: (1) Okorika ase ebirengererio bia oborwari bwomonto oranyare korwa COVID-19.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003887-BTG,Security,"If you witness a crime, stay calm, do not confront the suspect, and report to the police as soon as it is safe.","Ukishuhudia uhalifu, jikaze, usimkabili mshukiwa, na uripoti kwa polisi haraka iwezekanavyo kwa usalama wako.","Korwa omonyene igoro yobosaria, kegima oboremi, toganererania omonto ogotenerwa, na korwa ripoti ase abasikari ekero ekoremerwa.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001531-BTG,Health,"Pervasive evidence has shown that SARS-CoV, MERS-CoV and SARS-CoV-2 have a bat origin and are transmitted to humans via intermediate hosts.","Ushahidi uliotanda kote umeonyesha kwamba SARS-CoV, MERS-CoV na SARS-CoV-2 vina chimbuko kutoka kwa popo na vinasambazwa kwa binadamu kupitia wabebaji wa kati.","Ushahidi mwingi umeonyesha kuwa SARS-CoV, MERS-CoV na SARS-COV-2 zina asili ya popo na zinasambazwa kwa binadamu kupitia wabebaji wa kati.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001326-BTG,Health,Comparing and contrasting SARS-CoV-2 with the other six HCoVs reveal similarities and differences of great interest.,Kulinganisha na kutofautisha SARS-CoV-2 na aina nyingine sita za HCoV kumeibua mfanano na tofauti zinazovutia sana.,Goikerania na korengania SARS-CoV-2 na HCoVs etano goika gochia obosemia na oboikeranu obuya.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003261-BTG,Health,"Others in early-stage Phase II trials or numerous treatment candidates in Phase I trials, are also excluded.","Zingine katika majaribio ya hatua ya kwanza ya Awamu ya II au matibabu anuwai yaliyoteuliwa katika majaribio ya Awamu ya I, pia hazijaajumuishwa.",Abanto abange baria bagotumia ebirengererio bia Phase II ase obotambe bwogotoma gose abange bare ase oborwaria bwa Phase I nabo bakorirwe.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003467-BTG,Health,The other nonstructural proteins in the complex assist in the replication and transcription process.,Protini nyingine zisizo na muundo katika uchangamano husaidia katika mchakato wa kurudufisha na ufasili.,Protini zingine zisizo na muundo katika mchanganyiko husaidia katika mchakato wa kurudisha na kuandika.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002318-BTG,Health,"Many Lunar New Year events and tourist attractions have been closed to prevent mass gatherings, including the Forbidden City in Beijing and traditional temple fairs.","Matukio mengi ya Mwaka Mpya wa Kichina na kivutio cha watalii zimefungwa kuzuia mkusanyiko ya watu wengi, ikiwemo Forbidden City Beijing na maonyesho ya asili hekaluni.","Ekeombe keria ekenene getenenerete omwaka omotano omonene na ebinto biria bigokonya abanto goikerania ebikoru biabanto, buna omoroberio bweserikari ya Beijing na obokoreri bwetempile.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000333-BTG,Health,People with gonorrhoea should be treated as soon as possible.,,Abamenyi baria bakorwarigwa na gonorrhea goikeranete korwa oborai bwango.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001880-BTG,Health,"ALDI also introduced a one-pack limit, on Monday.","ALDI pia ilizindua kikomo cha kifurushi kimoja, siku ya Jumatatu.","Ekeombe keria ekenene getenenerete obokoreri (ALDI) naakeire omoroberio bwokoruta ebinto biria bionsi, omotienyi omotano.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001403-BTG,Health,We cannot exclude the possibility that pangolin is one of the intermediate animal hosts of SARS-CoV-2.,Hatuwezi kufungia nje uwezekano kwamba kakakuona ni mmoja wa wanyama wabebaji wa kati wa SARS-CoV-2.,Hatuwezi kukataa uwezekano kwamba pangolin ni mojawapo ya wanyama wa kati wa SARS-CoV-2.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001967-BTG,Health,A number of academics have attempted to calculate these numbers for specific populations.,Idadi ya wasomi wamejaribu kuhesabu nambari hizi kwa idadi ya watu maalum.,Abamenyi abange baranyare kobeka ebirengererio ebi ase abanto abange.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001060-BTG,Health,"Thus, it is much more challenging to control the epidemic of SARS-CoV-2 than those of MERS-CoV and SARS-CoV.",Kwa hivyo kuna changamoto kubwa ya kudhibiti janga kubwa la SARS-CoV-2 kuliko za kudhibiti MERS-CoV na SARS-CoV.,"Kwa hivyo, ni changamoto kubwa kudhibiti janga la SARS-CoV-2 kuliko yale ya MERS-CoV na SARS-COV.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003086-BTG,Health,"As of mid-March 2020, Europe is the epicenter of the epidemic, and many European countries have closed their borders to international travel - only border commuters and freight are allowed to cross.","Hadi kati ya Machi 2020, Ulaya imekuwa kitivo cha janga hili, na nchini nyingi za Ulaya zimefunga mipaka yao kwa usafiri wa kimataifa - wasafiri wa mipaka na wasafirisha mizigo pekee ndio wameruhusiwa kuvuka.","Kufikia katikati ya mwezi wa Machi 2020, Ulaya ndiyo kitovu cha janga hili, na nchi nyingi za Ulaya zimefunga mipaka yao kwa ajili ya usafiri wa kimataifa - ni wasafiri wa mipaka na mizigo pekee wanaoruhusiwa kuvuka.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001907-BTG,Health,"The United States Department of Health and Human Services declared the outbreak a ""public health emergency"" on January 31.",Idara ya Afya ya Marekani na Huduma za Kibinadamu zilitangaza mkurupuko wa dharura ya afya ya umma mnamo tarehe 31 Januari.,"Ekeombe keria ekenene getenerete oborwaria na obokoreri bwabanto (United States Department of Health and Human Services) kiaaririe ng'a omoroberio oo buna ""obobwenia bw'obobotuki"" omotienyi 31 omotieny.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002733-BTG,Health,"Medium exposure risk jobs include those that require frequent or close contact with people who are not known or suspected with COVID-19, but may be infected due to ongoing community transmission or international travel.","Kazi za kuwemo hatarini kwa kiwango cha wastani ni pamoja na zile zinazohitaji kutangamana mara kwa mara au karibu na watu ambao hawajulikani au kushukiwa kuwa na COVID-19, lakini huwezekana wameambukizwa kutokana na usambazaji unaoendelea wa jamii au usafiri wa kimataifa.","Kazi za hatari ya wastani zinajumuisha zile zinazohitaji kuwasiliana mara kwa mara au kwa karibu na watu ambao hawajulikani au wanashukiwa na COVID-19, lakini wanaweza kuambukizwa kutokana na usambazaji unaoendelea wa jamii au usafiri wa kimataifa.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002406-BTG,Health,The testing capacity is several hundred samples within hours and therefore much faster than the conventional PCR assay of viral RNA.,Uwezo wa upimaji ni mamia ya sampuli ndani ya saa na hivyo ni wa kasi zaidi kuliko jaribio la kawaida la PCR la RNA ya virusi.,"Omoroberio bwogotumia ebinto ebionchoreria buna ebinto bionsi ebirengererio ase ekero chitariki chingio, na gose ekero ekero ekeene korwa omoroberio o'PCR bwokogendereria ebinto biria bigotumia RNA.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001520-BTG,Health,The interferon response is particularly strong in bats.,Athari ya protini zinazotolewa na mbebaji virusi ni thabiti hususan kwenye popo.,Ogokurerwa kwa interferon nigo gokoremerwa ase ebinyinyi.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001427-BTG,Health,"Thus, the possibility cannot be excluded that alpacas obtain the HCoV-229E-related alpha-CoV from humans.","Hivyo, uwezekano wa alpaca kupata virusi vya alpha-CoV vinavyohusiana na HCoV-229E kutoka kwa binadamu hauwezi kufungiwa nje.","Kwa hivyo, haiwezi kutengwa kwamba alpacas hupata virusi vya HCoV-229E vinavyohusiana na alpha-CoV kutoka kwa binadamu.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000390-BTG,Health,Early access to ART and support to remain on treatment is therefore critical not only to improve the health of people living with HIV but also to prevent HIV transmission.,,"Goikera oborwaria bwa kera na obokonyi bwokogenderera ase oborwari nigo goikerania ekero okogendereria oborwaire bwa abanto baria baranyare na obotuki bwa HIV, na gosegeta obotoki bwao.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002746-BTG,Health,The disease severity in the community where the business is located affects the responses taken.,Ukali wa ugonjwa katika jamii ambapo biashara iko huathiri mwitikio unaochukuliwa.,Oborwaria bwoborwaria ase abanto abwo enchera eyemo yobochori bwebinyoro goikerania ebirengererio biria bigokorwa.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001968-BTG,Health,The University of Oxford's Centre for Evidence-Based Medicine estimates that the infection fatality rate for the pandemic as a whole is between 0.1% and 0.39%.,Kituo cha Dawa Zinazotegemea Ushahidi cha Chuo Kikuu cha Oxford kinakadiria kwamba viwango vya vifo kutokana na maambukizi kwa ajili ya janga kubwa kikamilifu ni kati ya 0.1% na 0.39%.,Ekeombe keria ekenene getenenerete oborwaria ase eyunifasiti ya Oxford nkiagera ng'a ebirengererio biria bigokonya abanto korwa oborwaire bwokorwara omoroberio bweserikari buna enamba ya 0.1% goika 0.39%.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000717-BTG,Agriculture,Carrots that bolt (produce seed) in between normal carrots should be pulled out and fed to livestock.,,Karoti igoro yoboremi (gosaba chibesa) igoro yechinguru chiokoruta igoro yogosegeta na goikerania ase ebinyoro.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001657-BTG,Health,The serology pilot has demonstrated the ability of the network to collect serology samples in adults.,Jaribio la serolojia limeonyesha uwezo wa mtandao huu kukusanya sampuli za serolojia kwa watu wazima.,Omoroberio o'serology oboririe ogokonya kwa omoroberio bwogokonya baria bakorire emeroberio y'eserolojia ase abakuru.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001821-BTG,Health,"Note however that COVID-19 is a new disease, our awareness and knowledge is gradually increasing based on the ongoing research findings and clinical practice experience; hence, the strategies of diagnosis and treatment are also continually updated.","Hata hivyo, kumbuka kwamba COVID-19 ni ugonjwa mpya, ufahamu na ujuzi wetu unaongezeka kulingana na matokeo ya utafiti unaoendelea na uzoefu wa huduma za kimatibabu, hivyo, mikakati ya uchunguzi na matibabu pia inaendelea kusasishwa.","Rora ng'a COVID-19 nigo oborwaria obuya, obomanyi bwao na obongo bwao nigo bikogenda korwa ase obotuki bwogokonya na oboremi bwokorwania obokoreri bwao; buna enchera eyemo yobochori na obochenu nabo igoro yokoremerwa.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000744-BTG,Security,"This is therefore to request prospective suppliers in the above stated categories, especially Persons living with Disabilities (PWD’s) to urgently register with NEMA in line with the above statement.",,"Ekeene ekiagera goikerania abaonchoreria abanto baria bakorwe ase ebirengererio bionsi, na mono ase abanto bare noboremaru (PWDs) kobarika goetera NEMA goetera enchera eyemo eyemo.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002922-BTG,Health,"Countries also differ in their testing and reporting practices, so comparisons of the number of reported cases do not tell the full story of how the epidemic has progressed in different areas.","Nchi zinatofautiana pia katika taratibu zake za kupima na kuripoti, kwa hivyo ulinganisho wa idadi ya visa vilivyoripotiwa hauelezei hadithi kamili ya jinsi janga hili limeendelea katika maeneo tofauti.","Ekeombe keria ekenene getenenerete korwa ebirengererio na gosegeta amang'ana ao ao, buna ogokererania igoro yoboremi bwa abanto baria bakoretwe gochia ekero ekero ekeene ekorwarerete goikerania.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003540-BTG,Health,"Similarly, there are two types of coronavirus that infect ferrets: Ferret enteric coronavirus causes a gastrointestinal syndrome known as epizootic catarrhal enteritis (ECE), and a more lethal systemic version of the virus (like FIP in cats) known as ferret systemic coronavirus (FSC).","Vivyo hivyo, kuna aina mbili ya virusi vya korona ambavyo huambukiza sungura; Virusi vyenye nguvu ya korona vya sungura husababisha ugonjwa kwenye matumbo unaojulikana na epizootic catarrhal enteritis (ECE) na toleo la kuuwa sana la kimfumo la virusi hvyo (kama FIP kwenye paka) linalojulikana kana virusi vya korona vya mfumo vya sungura (FSC).","Kwa namna sawa, kuna aina mbili za virusi vya korona vinavyoambukiza popo: Virusi vya korona vya matumbo ya popo husababisha ugonjwa wa tumbo unaojulikana kama epizootic catarrhal enteritis (ECE), na aina ya virusi vya virusi hivyo vinavyoua zaidi (kama vile FIP kwa paka) vinavyojulikana kama coronavirus ya mfumo wa popo (FSC).",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003359-BTG,Health,"Some organizations have created crowdsourced apps for syndromic surveillance, where people can report their symptoms to help researchers map areas with concentration of COVID-19 symptoms.","Baadhi ya mashirika wameunda programu ya ukusanyaji wa maelezo ya uchunguzi wa dalili, ambapo watu wanaweza kuripoti dalili zao ili kuwasaidia watafiti kualamisha maeneo yenye idadi kubwa ya dalili za COVID-19.","Ekeombe keria ekenene kiabekire emeroberio yechinsemo chiogokonya abanto korwa ebirengererio biobochenu, buna abanto baranyare korwa oboremi bwabo erio gokonya abagenyi korwa amachiko ao ao ao gotanga obokoreri bwechirengererio chia COVID-19.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001310-BTG,Health,"Whereas most of the laboratory-confirmed cases originate from the Middle East, imported cases with occasional secondary spreads to close contacts have been reported in various European countries and Tunisia.","Ingawa visa vingi vilivyothibitishwa kwenye mahabara vilitokea Mashariki ya Kati, visa kutoka nchi za nje vilivyoenea mara kwa mara kwa watu wengine hadi kwa watu waliotangamana nao kwa karibu vimeripotiwa katika nchi za Ulaya na Tunisia.","Ekero abanto abange baranyare korwa ebinto biobwenerete korwa ase ebinto biria bigotumeka ase ebinyoro biobochenu, abanto baria bakoretwe ase ebirengererio biabo na baria batamete goikerania ebinto binde goetera abanto babwaterana nabo, babwateranirie ase chinsemo chiria chionsi chi'Eburayi na Tunisia.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003843-BTG,Education,The Ministry of Education will partner with civil society to deliver voter awareness programmes in secondary schools.,Wizara ya Elimu itashirikiana na asasi za kiraia kutoa programu za uelewa wa kupiga kura katika shule za sekondari.,Ewizara yamasomo nerigendererete amo nechinkwana chieserikari erio koenekia emeroberio yokomanya abanto igoro yobotuki ase chisukuru chisekenderi.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001649-BTG,Health,These virology sampling practices are also recruited to be nationally representative (Figure 1).,Huduma za kuchukua sampuli za vairolojia pia ziliteuliwa kuwakilisha taifa nzima (Picha ya 1).,Ekeombe keria ekenene getenenerete oboremi bw'ebinto biria bikorwania ebinto biogosaria ebinto binde bikogendererete korwa emeremo yoboremi (Omanyererio 1).,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003133-BTG,Health,"In a crisis, it's natural to want to keep following the latest updates, but it may be better for your mental health to moderate the amount of news that you look at, and stick to reliable news sources.","Wakati wa janga, ni kawaida kutaka kufuata taarifa zinazochipuka, lakini huenda ikawa vizuri kwa afya ya akili yako kupunguza kiwango cha habari unachoangalia, na kufuata vyanzo vinavyoaminika vya habari.","Ekeombe keria ekenene getenerete obokoreri, nobwenerete korenda obotuki bwa kera, korwa ase oborwaria bw'obongo bwogokonya korenda omoroberio bw'amaani ogotara, na korenda ebinto biria bikorokereria amaani.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002211-BTG,Health,"On 11 February, another plane of 185 Canadians from Wuhan landed at CFB Trenton.","Mnamo 11 Februari, ndege nyingine iliyo na Wakanada 185 kutoka Wuhan ilifika CFB Trenton.","Omotienyi 11 omotienyi 2 omotambe, ekeombe keria ekoretwe ase abanto 185 abakeene gochia eintaneti (Wuhan) nkiagete ase CFB Trenton.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002934-BTG,Health,"About 80% of infections result in mild symptoms, while the remaining may result in hospitalization.","Karibu asilimia 80 ya maambuzi inasababisha dalili kidogo, huku iliyosalia inaweza kusababishwa kulazwa hospitalini.","Karibu 80% ya maambukizi husababisha dalili za hali ya chini, na mengine yanaweza kusababisha kulazwa hospitalini.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001503-BTG,Health,"It should also be cautioned that artificial selection can contribute to unintended changes in viral genomes, most likely resulting from relieving viruses from selection pressures exerted, such as by the host immune system.","Tahadhari pia inapaswa kukumbukwa kwamba uteuzi wa bandia unaweza kuchangia katika mabadiliko yasiyonuiwa katika jinomu za virusi, mara nyingi kutokana na kuondolea virusi mashinikizo ya uteuzi, kama vile mfumo wa kinga ya mwili wa mbebaji virusi.","Ni lazima pia tukumbukwe kwamba uteuzi wa bandia unaweza kuchangia mabadiliko yasiyotarajiwa katika jenomu za virusi, ambayo kwa uwezekano mkubwa hutokana na kupunguza virusi kutokana na shinikizo la uteuzi linalofanywa, kama vile na mfumo wa kinga ya mwili wa mbebaji.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000872-BTG,Health,like high blood pressure or diabetes,ni kama shinikizo la damu au kisukari,kama vile shinikizo la damu au kisukari,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003555-BTG,Health,b'Coronavirus disease 2019 (COVID-19) is an infectious disease caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).,Ugonjwa wa virusi vya korona 2019 (COVID-19) ni ugonjwa wa kuambukiza unaosababishwa na virusi vya korona vya ugonjwa mkali wa matatizo ya kupumua (SARS-CoV-2).,Ugonjwa wa b'Coronavirus 2019 (COVID-19) ni ugonjwa wa kuambukiza unaosababishwa na ugonjwa mbaya wa pumu wa coronavirus 2 (SARS-CoV-2).,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000157-BTG,Health,"People should wait 7 days after taking the medicine before having sex or, if not possible, use condoms correctly.",,"Abamenyi goika barindire ebiro 7 nyuma yogotumia omoroberio buna batamanyete gokora emeremo gose, erio erio ritari korwa, korwa ebinto biria bigotumia ekondomu.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000874-BTG,Health,most of the time it is this type of chest pain,mara nyingi ni aina hii ya maumivu ya kifua,mara nyingi ni aina hii ya maumivu ya kifua,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000361-BTG,Health,"Health professionals should adjust their guidance, planning and interventions to account for increasing heat exposures, as well as to manage acute increases in admissions associated with heatwaves.",,"Abakori emeremo y'obobwenia goikerania omoroberio bwabo, oboremi bwabo, na obokoreri bwabo gosegeta ogokina igoro yoboremi bwokoruta omochando omonene, amo nokorwania ogokinia gose ogokonywa kw'omochando.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002690-BTG,Health,"After testing over one hundred children at the facility, a preschool student was found to be carrying the virus.","Baada ya kupima zaidi ya watoto mia moja katika kituo hicho, mwanafunzi wa chekechea alipatikana kuwa na virusi.","Enyuma yokorigereria abana igoro yechiro, omwana oyomo ase chisukuru chiria chibwate omoroberio bwebinyoro, yabonerete ng'a oborwaria obwo.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000794-BTG,Health,and with your history of diabetes,na kwa historia yako ya kisukari,na historia yako ya kisukari,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002087-BTG,Health,"The ECDC and the European regional office of the WHO have issued guidelines for hospitals and primary healthcare services for shifting of resources at multiple levels, including focusing laboratory services towards COVID-19 testing, cancelling elective procedures whenever possible, separating and isolating COVID-19 positive patients, and increasing intensive care capabilities by training personnel and increasing the number of available ventilators and beds.","ECDC na ofisi ya eneo la Ulaya ya WHO zimetoa miongozo ya hospitali na za huduma ya msingi ya afya ya kuelekeza rasilimali katika viwango kadhaa, pamoja na kuelekeza huduma za maabara kwa kupima COVID-19, kufuta taratibu zilizopangwa iwezekanapo, kukaa mbali na kutenga wagonjwa walio na COVID-19, na kuongeza uwezo wa huduma za utunzaji wa hali ya juu kwa kuwafunza wafanyakazi na kuongeza nambari ya vifaa vya kusaidia kupumua na vitanda.","ECDC na ofisi ya eneo la Ulaya ya WHO yametoa miongozo kwa ajili ya hospitali na huduma za huduma ya afya ya msingi ya kuhamisha rasilimali katika ngazi nyingi, ikiwemo kuzingatia huduma za maabara kuelekea upimaji wa COVID-19, kughairi utaratibu wa kuchagua wakati wowote iwezekanavyo, kutenganisha na kuwatenga wagonjwa walio na COVID-19, na kuongeza uwezo wa huduma ya hali ya juu kwa kufundisha wafanyakazi na kuongeza idadi ya vifaa vya kupumua na vitanda vilivyopatikana.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002366-BTG,Health,Laboratory testing for the respiratory coronavirus disease 2019 (COVID-19) and the associated SARS-CoV-2 virus includes methods that detect the presence of virus and those that detect antibodies produced in response to infection.,Vipimo vya mahabari vya ugonjwa wa pumu wa virusi vya korona 2019 (COVID-19) na virusi vinavyohusiana na SARS-CoV-2 ikiwa ni pamoja na mbinu zinazogundua kuwepo kwa virusi na vile vinavyogundua antibodi zinazozalishwa kupambana na maambukizi.,Upimaji wa maabara kwa ajili ya ugonjwa wa virusi vya korona vya pumu 2019 (COVID-19) na virusi vinavyohusiana vya SARS-CoV-2 ni pamoja na mbinu zinazotambua kuwepo kwa virusi na zile zinazotambulia antibodi zinazozalishwa kutokana na maambukizi.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003662-BTG,Health,"If a potential risk is detected, the app not only recommends self-quarantine, it also alerts local health officials.Big data analytics on cellphone data, facial recognition technology, mobile phone tracking and artificial intelligence are used to track infected people and people whom they contacted in South Korea, Taiwan and Singapore.","Ikiwa hatari inayowezekana imegunduliwa, programu haipendekezi tu kujitenga, lakini pia inawaarifu maafisa wa afya wa ndani. Uchanganuzi mkubwa wa data ya simu, teknolojia ya utambuzi wa uso, ufuatiliaji wa simu ya mkononi na ufahamu wa mashine hutumika kufuatilia watu walioambukizwa na waliotangamana nao huko Korea Kusini, Taiwan na Singapoo.","Ekero omoroberio bwogotumia ebinto biria biranyare okoremerwa, ekero ekero ekeene ekoremereria goikerania abanto bonsi, nigo egokurereria abakori emeremo ya oborwaria.Oboronge bweserikari ekenene igoro yogotumia eserikari, tekinorochia yogotumeka ebiso, ogotumia ekero egotumia etekinorochia, na oboremi bwa obongo goetera ebinto ebio goetera abanto baranyare korwa, Taiwan na Singapore.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
